,0
834,do you know how to adjust the dial grandfather
835,yours well arent i coming
836,but i want to go with you
837,all right wont be for long though will it
838,i was wondering if we should fix a time to meet
839,i hope everything wont be as bad as this place
840,well goodbye doctor and take care of yourself
841,so am i i wish you well doctor
842,goodbye grandfather
843,susan she should have waited for us
844,we must find him barbara we must the laws in this country are a mockery
845,im just glad were back together again
846,we havent much time for a talk doctor in a moment ive got to go in there and face an accusation of murder i need a man to defend me
847,representative for the defence you have a grave duty you have offered your services in this matter which complies with the law of the city of millenius in that any person may speak on behalf of another are you acquainted with our laws
848,every latitude will be allowed to you and if you are at fault i will give you directions
849,the representative of the court eyesen has spoken his facts you may now reply
850,the demand is reasonable in itself the crime of murder in millenius is in itself unusual then i grant you two days
851,i congratulate you
852,it will not alter the outcome
853,well done doctor
854,yes you found him doctor
855,and he was killed
856,in two days
857,and reasons for people being found not guilty
858,what can i do grandfather
859,yes what can i do doctor
860,yes and thats the only element of the case i dont understand my men did a heat reflector search of this room it is absolutely certain that the microkey isnt in here it is equally certain that its not been taken from here
861,the body was searched it wasnt there
862,thats fantastic it couldnt disappear into thin air
863,but we know the murderer it was chesterton
864,very well
865,any ideas well
866,have you any ideas how the key got out of here
867,grandfather do you mean you know how where
868,but how tarrons been working on it all day youve only been here a few minutes
869,yes where as we know hes innocent
870,ill be the body
871,yes yes i think i would
872,the relief guard
873,yes of course thats why the guard inside let him in in the first place he knew him he even expected him
874,that must be how it happened ill go and tell tarron
875,but surely if you know where the key is thats proof
876,oh what do we do then
877,we will now hear the statement from the representative of the accused and convicted
878,but can you substantiate this
879,yes
880,yes i do
881,it is here
882,it was given to me by the man who killed the guard
883,yes
884,all right ill tell you everything im not in this alone they made me do it ill tell you
