,x,y
1225,91 minus 26,65
1226,91 minus 74,17
1227,27 add 47,74
1228,87 add 6,93
1229,39 minus 77,-38
1230,99 add 27,126
1231,77 plus 26,103
1232,21 add 4,25
1233,23 plus 2,25
1234,20 add 6,26
1235,8 subtract 7,1
1236,88 add 3,91
1237,21 minus 18,3
1238,9 plus 54,63
1239,83 subtract 95,-12
1240,15 plus 59,74
1241,18 minus 50,-32
1242,5 subtract 21,-16
1243,68 plus 41,109
1244,22 minus 74,-52
1245,75 plus 61,136
1246,96 subtract 23,73
1247,69 add 43,112
1248,14 plus 26,40
1249,76 subtract 71,5
1250,59 plus 9,68
1251,83 subtract 29,54
1252,89 add 22,111
1253,99 plus 64,163
1254,73 plus 1,74
1255,47 minus 90,-43
1256,37 subtract 13,24
1257,61 add 98,159
1258,82 add 56,138
1259,28 plus 37,65
1260,90 add 88,178
1261,73 minus 40,33
1262,28 add 45,73
1263,39 add 90,129
1264,16 minus 96,-80
1265,74 plus 24,98
1266,63 plus 62,125
1267,51 subtract 88,-37
1268,86 subtract 98,-12
1269,42 subtract 54,-12
1270,99 plus 47,146
1271,19 minus 62,-43
1272,6 minus 1,5
1273,40 subtract 82,-42
1274,70 minus 84,-14
1275,20 plus 87,107
1276,18 add 60,78
1277,32 plus 100,132
1278,32 minus 82,-50
1279,18 subtract 9,9
1280,87 add 82,169
1281,51 add 98,149
1282,84 plus 84,168
1283,55 subtract 16,39
1284,4 add 52,56
1285,67 plus 23,90
1286,61 add 20,81
1287,77 subtract 14,63
1288,58 add 32,90
1289,9 add 4,13
1290,84 add 76,160
1291,59 add 49,108
1292,98 minus 68,30
1293,48 subtract 82,-34
1294,55 minus 20,35
1295,65 subtract 87,-22
1296,14 minus 14,0
1297,57 subtract 81,-24
1298,75 subtract 53,22
1299,6 subtract 89,-83
1300,89 add 36,125
1301,92 plus 73,165
1302,97 minus 22,75
1303,42 subtract 64,-22
1304,77 add 52,129
1305,30 plus 91,121
1306,46 add 67,113
1307,22 plus 95,117
1308,61 minus 12,49
1309,86 add 17,103
1310,89 minus 13,76
1311,51 subtract 33,18
1312,83 add 14,97
1313,97 plus 55,152
1314,39 minus 17,22
1315,90 subtract 88,2
1316,29 minus 94,-65
1317,85 plus 18,103
1318,19 minus 92,-73
1319,57 add 95,152
1320,99 plus 58,157
1321,78 minus 19,59
1322,57 add 10,67
1323,57 subtract 30,27
1324,31 add 100,131
1325,6 subtract 12,-6
1326,22 add 80,102
1327,2 plus 94,96
1328,18 subtract 40,-22
1329,12 subtract 20,-8
1330,35 add 74,109
1331,80 subtract 26,54
1332,19 subtract 32,-13
1333,91 subtract 31,60
1334,43 add 26,69
1335,8 subtract 27,-19
1336,85 subtract 12,73
1337,17 subtract 31,-14
1338,95 add 71,166
1339,82 add 13,95
1340,23 plus 3,26
1341,1 subtract 14,-13
1342,55 add 34,89
1343,26 minus 100,-74
1344,50 plus 58,108
1345,56 subtract 100,-44
1346,9 add 84,93
1347,100 plus 24,124
1348,3 subtract 100,-97
1349,26 plus 41,67
1350,15 subtract 74,-59
1351,18 add 40,58
1352,35 minus 28,7
1353,4 add 59,63
1354,44 add 15,59
1355,65 minus 66,-1
1356,44 minus 45,-1
1357,69 plus 99,168
1358,78 plus 6,84
1359,27 plus 87,114
1360,70 minus 67,3
1361,30 plus 60,90
1362,29 subtract 86,-57
1363,14 subtract 54,-40
1364,98 add 35,133
1365,17 add 72,89
1366,26 minus 27,-1
1367,58 minus 78,-20
1368,8 minus 64,-56
1369,65 plus 54,119
1370,10 add 23,33
1371,49 minus 85,-36
1372,36 minus 11,25
1373,57 add 69,126
1374,47 add 2,49
1375,55 subtract 28,27
1376,11 add 44,55
1377,25 minus 2,23
1378,13 plus 86,99
1379,58 add 34,92
1380,88 subtract 1,87
1381,40 minus 91,-51
1382,17 subtract 42,-25
1383,97 subtract 79,18
1384,48 minus 16,32
1385,44 add 11,55
1386,97 subtract 17,80
1387,27 subtract 19,8
1388,8 plus 11,19
1389,32 minus 31,1
1390,45 subtract 6,39
1391,81 subtract 74,7
1392,85 add 34,119
1393,25 plus 88,113
1394,33 add 65,98
1395,52 add 54,106
1396,99 plus 18,117
1397,30 subtract 79,-49
1398,3 plus 65,68
1399,34 subtract 14,20
1400,63 plus 78,141
1401,66 add 1,67
1402,65 subtract 28,37
1403,74 subtract 95,-21
1404,70 plus 94,164
1405,46 minus 74,-28
1406,9 plus 24,33
1407,48 plus 85,133
1408,5 subtract 40,-35
1409,93 plus 35,128
1410,26 subtract 65,-39
1411,8 plus 17,25
1412,16 add 51,67
1413,18 minus 33,-15
1414,23 plus 70,93
1415,41 subtract 62,-21
1416,84 plus 69,153
1417,2 add 53,55
1418,7 plus 17,24
1419,14 add 56,70
1420,99 minus 23,76
1421,23 plus 76,99
1422,100 minus 57,43
1423,86 subtract 80,6
1424,81 add 95,176
1425,94 subtract 85,9
1426,79 minus 9,70
1427,45 add 85,130
1428,91 minus 99,-8
1429,42 subtract 61,-19
1430,59 minus 6,53
1431,74 minus 94,-20
1432,32 minus 28,4
1433,68 subtract 58,10
1434,85 minus 89,-4
1435,41 plus 9,50
1436,50 subtract 7,43
1437,91 minus 62,29
1438,65 subtract 27,38
1439,98 plus 49,147
1440,44 add 75,119
1441,55 minus 70,-15
1442,48 add 22,70
1443,48 subtract 61,-13
1444,57 subtract 26,31
1445,40 add 44,84
1446,11 subtract 35,-24
1447,99 minus 57,42
1448,34 plus 72,106
1449,14 plus 18,32
1450,54 add 30,84
1451,81 minus 78,3
1452,82 add 8,90
1453,99 add 83,182
1454,27 subtract 61,-34
1455,90 minus 70,20
1456,75 add 6,81
1457,48 add 99,147
1458,99 plus 56,155
1459,47 minus 65,-18
1460,37 plus 96,133
1461,45 subtract 11,34
1462,51 minus 18,33
1463,68 plus 10,78
1464,80 minus 66,14
1465,80 minus 40,40
1466,44 subtract 82,-38
1467,50 plus 81,131
1468,17 subtract 26,-9
1469,61 subtract 47,14
1470,69 minus 96,-27
1471,78 add 28,106
1472,79 plus 28,107
1473,38 add 21,59
1474,77 add 39,116
1475,84 minus 48,36
1476,78 subtract 93,-15
1477,64 minus 81,-17
1478,4 subtract 77,-73
1479,11 add 91,102
1480,14 plus 16,30
1481,14 subtract 83,-69
1482,12 minus 86,-74
1483,98 plus 56,154
1484,60 add 8,68
1485,98 subtract 19,79
1486,22 plus 11,33
1487,39 minus 72,-33
1488,59 subtract 23,36
1489,2 minus 9,-7
1490,71 plus 48,119
1491,1 add 75,76
1492,73 add 49,122
1493,21 plus 65,86
1494,94 subtract 26,68
1495,35 subtract 33,2
1496,49 minus 19,30
1497,56 plus 85,141
1498,53 subtract 99,-46
1499,53 subtract 64,-11
1500,81 plus 79,160
1501,23 add 51,74
1502,50 plus 26,76
1503,62 plus 81,143
1504,17 plus 49,66
1505,66 add 48,114
1506,39 minus 60,-21
1507,14 minus 66,-52
1508,53 subtract 64,-11
1509,87 plus 29,116
1510,60 minus 2,58
1511,79 add 30,109
1512,10 subtract 13,-3
1513,68 subtract 53,15
1514,28 minus 2,26
1515,40 add 99,139
1516,3 plus 30,33
1517,11 plus 1,12
1518,29 plus 11,40
1519,64 subtract 8,56
1520,73 subtract 85,-12
1521,17 minus 28,-11
1522,25 subtract 86,-61
1523,90 subtract 83,7
1524,42 add 6,48
1525,15 add 63,78
1526,44 plus 79,123
1527,51 minus 70,-19
1528,68 plus 70,138
1529,68 minus 71,-3
1530,63 add 73,136
1531,69 plus 50,119
1532,99 plus 77,176
1533,13 add 56,69
1534,90 minus 45,45
1535,86 plus 87,173
1536,99 add 70,169
1537,8 add 85,93
1538,63 subtract 98,-35
1539,100 add 92,192
1540,51 minus 30,21
1541,79 minus 58,21
1542,39 add 35,74
1543,11 add 78,89
1544,66 add 17,83
1545,65 minus 85,-20
1546,56 plus 42,98
1547,28 plus 37,65
1548,80 add 89,169
1549,20 minus 5,15
1550,35 plus 77,112
1551,64 add 48,112
1552,78 subtract 68,10
1553,66 add 1,67
1554,15 add 42,57
1555,68 subtract 48,20
1556,48 add 61,109
1557,33 plus 78,111
1558,20 subtract 37,-17
1559,19 add 79,98
1560,63 add 77,140
1561,78 subtract 99,-21
1562,17 add 95,112
1563,49 add 26,75
1564,51 minus 52,-1
1565,48 subtract 96,-48
1566,100 minus 30,70
1567,65 minus 35,30
1568,94 minus 100,-6
1569,13 add 24,37
1570,99 plus 91,190
1571,53 plus 5,58
1572,60 minus 24,36
1573,39 plus 59,98
1574,52 subtract 34,18
1575,63 minus 84,-21
1576,62 plus 85,147
1577,11 add 92,103
1578,80 subtract 4,76
1579,8 plus 55,63
1580,78 minus 96,-18
1581,84 add 97,181
1582,75 subtract 41,34
1583,48 plus 89,137
1584,27 minus 65,-38
1585,65 minus 69,-4
1586,4 minus 45,-41
1587,68 plus 59,127
1588,95 add 87,182
1589,42 plus 44,86
1590,87 add 55,142
1591,57 subtract 32,25
1592,52 add 61,113
1593,26 subtract 72,-46
1594,56 subtract 93,-37
1595,38 subtract 40,-2
1596,72 minus 87,-15
1597,86 subtract 30,56
1598,99 minus 63,36
1599,9 add 14,23
1600,19 add 99,118
1601,60 subtract 28,32
1602,86 minus 62,24
1603,73 subtract 10,63
1604,13 plus 21,34
1605,50 subtract 16,34
1606,43 add 18,61
1607,75 subtract 24,51
1608,29 subtract 80,-51
1609,20 minus 78,-58
1610,51 add 35,86
1611,45 minus 84,-39
1612,21 subtract 57,-36
1613,29 plus 3,32
1614,34 plus 52,86
1615,86 add 72,158
1616,74 subtract 10,64
1617,29 add 63,92
1618,41 subtract 99,-58
1619,75 add 82,157
1620,81 add 46,127
1621,4 minus 13,-9
1622,26 plus 36,62
1623,28 add 92,120
1624,18 plus 67,85
1625,50 plus 23,73
1626,32 add 95,127
1627,59 subtract 30,29
1628,90 plus 53,143
1629,33 minus 37,-4
1630,17 plus 35,52
1631,8 subtract 99,-91
1632,39 minus 10,29
1633,61 plus 83,144
1634,83 subtract 14,69
1635,66 minus 9,57
1636,27 minus 62,-35
1637,10 add 38,48
1638,94 add 58,152
1639,35 minus 12,23
1640,66 plus 44,110
1641,49 subtract 3,46
1642,82 plus 95,177
1643,10 plus 88,98
1644,94 subtract 26,68
1645,57 subtract 12,45
1646,52 minus 50,2
1647,79 minus 85,-6
1648,45 plus 69,114
1649,50 subtract 22,28
1650,15 subtract 41,-26
1651,59 subtract 12,47
1652,34 minus 5,29
1653,51 plus 92,143
1654,34 plus 42,76
1655,23 add 52,75
1656,13 add 43,56
1657,74 subtract 69,5
1658,28 minus 54,-26
1659,64 add 47,111
1660,77 add 60,137
1661,35 minus 39,-4
1662,55 add 74,129
1663,57 plus 54,111
1664,29 subtract 24,5
1665,78 minus 49,29
1666,46 plus 88,134
1667,62 minus 29,33
1668,57 subtract 15,42
1669,31 subtract 14,17
1670,38 add 18,56
1671,24 minus 31,-7
1672,41 subtract 81,-40
1673,90 plus 70,160
1674,37 add 96,133
1675,55 minus 17,38
1676,90 add 84,174
1677,57 minus 63,-6
1678,76 plus 30,106
1679,2 add 91,93
1680,39 plus 97,136
1681,6 minus 14,-8
1682,44 add 16,60
1683,65 plus 12,77
1684,45 minus 67,-22
1685,21 subtract 73,-52
1686,38 subtract 73,-35
1687,6 plus 48,54
1688,37 minus 83,-46
1689,15 minus 28,-13
1690,30 subtract 52,-22
1691,81 add 24,105
1692,71 subtract 94,-23
1693,79 plus 82,161
1694,70 subtract 70,0
1695,63 subtract 33,30
1696,86 add 48,134
1697,35 plus 52,87
1698,34 minus 86,-52
1699,31 subtract 28,3
1700,57 plus 23,80
1701,14 subtract 68,-54
1702,44 plus 33,77
1703,5 minus 30,-25
1704,25 add 30,55
1705,71 plus 38,109
1706,77 subtract 26,51
1707,29 subtract 24,5
1708,84 subtract 96,-12
1709,62 add 68,130
1710,39 subtract 98,-59
1711,63 add 70,133
1712,18 add 26,44
1713,59 plus 94,153
1714,12 subtract 20,-8
1715,96 subtract 67,29
1716,93 add 49,142
1717,32 subtract 39,-7
1718,89 plus 53,142
1719,23 minus 22,1
1720,70 minus 71,-1
1721,94 minus 44,50
1722,31 add 51,82
1723,22 subtract 91,-69
1724,12 plus 79,91
1725,28 add 51,79
1726,92 plus 47,139
1727,82 plus 59,141
1728,62 add 55,117
1729,26 minus 68,-42
1730,96 add 7,103
1731,34 plus 64,98
1732,48 plus 4,52
1733,61 add 99,160
1734,82 plus 3,85
1735,28 plus 29,57
1736,15 plus 80,95
1737,68 subtract 38,30
1738,83 minus 72,11
1739,65 subtract 30,35
1740,89 add 46,135
1741,71 minus 62,9
1742,53 add 63,116
1743,98 plus 16,114
1744,29 minus 15,14
1745,18 minus 66,-48
1746,30 plus 76,106
1747,81 add 2,83
1748,68 plus 8,76
1749,94 minus 56,38
1750,16 subtract 80,-64
1751,23 add 92,115
1752,68 minus 86,-18
1753,9 minus 22,-13
1754,52 subtract 16,36
1755,15 subtract 18,-3
1756,86 plus 91,177
1757,38 plus 2,40
1758,24 add 34,58
1759,91 minus 3,88
1760,81 add 70,151
1761,91 minus 36,55
1762,99 minus 98,1
1763,32 add 49,81
1764,1 add 43,44
1765,69 subtract 54,15
1766,67 subtract 27,40
1767,17 minus 89,-72
1768,63 minus 61,2
1769,80 minus 70,10
1770,44 plus 83,127
1771,20 plus 80,100
1772,98 subtract 49,49
1773,1 subtract 91,-90
1774,84 minus 24,60
1775,93 subtract 45,48
1776,50 minus 14,36
1777,24 minus 34,-10
1778,87 subtract 9,78
1779,40 subtract 77,-37
1780,96 plus 62,158
1781,50 minus 56,-6
1782,93 add 72,165
1783,13 add 75,88
1784,19 subtract 35,-16
1785,44 plus 57,101
1786,81 minus 50,31
1787,46 plus 29,75
1788,81 add 78,159
1789,6 minus 43,-37
1790,26 plus 38,64
1791,75 plus 51,126
1792,97 subtract 39,58
1793,78 add 55,133
1794,80 subtract 82,-2
1795,76 subtract 51,25
1796,25 subtract 21,4
1797,91 minus 54,37
1798,95 plus 41,136
1799,32 plus 9,41
1800,54 minus 35,19
1801,61 subtract 52,9
1802,75 subtract 17,58
1803,15 plus 100,115
1804,10 plus 54,64
1805,36 add 44,80
1806,100 plus 71,171
1807,26 minus 92,-66
1808,8 plus 85,93
1809,85 minus 83,2
1810,64 add 12,76
1811,49 plus 25,74
1812,91 minus 40,51
1813,58 plus 17,75
1814,61 subtract 65,-4
1815,54 subtract 22,32
1816,24 subtract 38,-14
1817,16 add 94,110
1818,100 subtract 43,57
1819,94 subtract 64,30
1820,44 add 71,115
1821,25 plus 84,109
1822,45 subtract 36,9
1823,59 minus 58,1
1824,55 subtract 10,45
1825,92 subtract 30,62
1826,43 plus 64,107
1827,11 minus 14,-3
1828,51 plus 31,82
1829,94 add 46,140
1830,45 subtract 32,13
1831,65 add 5,70
1832,50 plus 95,145
1833,92 plus 80,172
1834,86 subtract 62,24
1835,93 plus 24,117
1836,49 minus 23,26
1837,85 subtract 93,-8
1838,97 add 89,186
1839,9 minus 32,-23
1840,84 plus 63,147
1841,54 add 39,93
1842,80 plus 58,138
1843,48 plus 26,74
1844,35 add 48,83
1845,57 subtract 67,-10
1846,91 add 66,157
1847,100 subtract 67,33
1848,83 plus 40,123
1849,50 minus 77,-27
1850,26 plus 92,118
1851,73 plus 90,163
1852,8 plus 78,86
1853,80 add 31,111
1854,16 plus 65,81
1855,20 minus 54,-34
1856,90 plus 93,183
1857,72 add 10,82
1858,12 minus 90,-78
1859,55 minus 49,6
1860,33 subtract 10,23
1861,72 minus 44,28
1862,32 plus 2,34
1863,27 subtract 34,-7
1864,33 minus 80,-47
1865,19 subtract 87,-68
1866,85 subtract 31,54
1867,51 plus 3,54
1868,33 subtract 71,-38
1869,35 add 41,76
1870,24 plus 31,55
1871,1 subtract 99,-98
1872,71 minus 92,-21
1873,83 add 16,99
1874,31 plus 8,39
1875,63 add 75,138
1876,37 add 6,43
1877,16 minus 37,-21
1878,68 minus 49,19
1879,65 subtract 82,-17
1880,25 minus 100,-75
1881,14 subtract 87,-73
1882,9 subtract 19,-10
1883,72 minus 1,71
1884,1 plus 23,24
1885,76 plus 56,132
1886,66 subtract 17,49
1887,13 minus 4,9
1888,7 subtract 57,-50
1889,12 plus 86,98
1890,98 subtract 92,6
1891,4 add 98,102
1892,79 subtract 46,33
1893,16 subtract 27,-11
1894,6 minus 9,-3
1895,99 minus 97,2
1896,43 plus 24,67
1897,48 subtract 84,-36
1898,25 subtract 44,-19
1899,83 minus 10,73
1900,8 add 25,33
1901,57 subtract 10,47
1902,71 subtract 22,49
1903,45 add 93,138
1904,4 add 2,6
1905,82 subtract 22,60
1906,48 add 62,110
1907,69 subtract 57,12
1908,44 plus 57,101
1909,39 minus 86,-47
1910,79 plus 97,176
1911,26 plus 51,77
1912,33 minus 7,26
1913,32 subtract 88,-56
1914,98 plus 32,130
1915,74 subtract 56,18
1916,44 add 19,63
1917,41 plus 43,84
1918,13 plus 35,48
1919,83 plus 36,119
1920,56 minus 40,16
1921,64 add 34,98
1922,89 subtract 99,-10
1923,36 minus 32,4
1924,73 plus 32,105
1925,59 minus 92,-33
1926,62 subtract 16,46
1927,89 subtract 72,17
1928,43 minus 95,-52
1929,74 minus 34,40
1930,2 subtract 49,-47
1931,90 add 97,187
1932,39 subtract 32,7
1933,44 minus 17,27
1934,4 plus 8,12
1935,45 minus 60,-15
1936,52 add 49,101
1937,67 plus 84,151
1938,31 minus 33,-2
1939,38 add 85,123
1940,100 plus 57,157
1941,23 minus 38,-15
1942,89 subtract 34,55
1943,48 subtract 69,-21
1944,76 minus 39,37
1945,97 plus 81,178
1946,59 subtract 13,46
1947,7 plus 58,65
1948,98 plus 73,171
1949,65 add 54,119
1950,53 plus 50,103
1951,50 subtract 75,-25
1952,89 subtract 100,-11
1953,94 minus 86,8
1954,57 minus 46,11
1955,19 subtract 59,-40
1956,92 minus 34,58
1957,84 add 40,124
1958,67 plus 65,132
1959,24 plus 59,83
1960,45 subtract 72,-27
1961,59 minus 76,-17
1962,46 subtract 11,35
1963,58 subtract 57,1
1964,47 add 33,80
1965,24 add 25,49
1966,79 minus 51,28
1967,28 subtract 35,-7
1968,88 plus 58,146
1969,47 plus 58,105
1970,20 subtract 71,-51
1971,87 subtract 29,58
1972,9 subtract 32,-23
1973,83 plus 4,87
1974,65 minus 47,18
1975,63 subtract 53,10
1976,46 plus 43,89
1977,80 subtract 28,52
1978,53 minus 93,-40
1979,50 plus 99,149
1980,100 add 93,193
1981,16 minus 51,-35
1982,70 subtract 74,-4
1983,73 minus 32,41
1984,9 plus 39,48
1985,66 add 9,75
1986,20 plus 71,91
1987,37 minus 13,24
1988,64 minus 11,53
1989,50 minus 81,-31
1990,82 subtract 20,62
1991,97 subtract 10,87
1992,50 add 97,147
1993,74 minus 67,7
1994,21 minus 28,-7
1995,13 add 49,62
1996,40 subtract 43,-3
1997,51 plus 77,128
1998,91 add 38,129
1999,56 subtract 49,7
2000,87 subtract 86,1
2001,65 subtract 82,-17
2002,70 minus 6,64
2003,91 add 99,190
2004,2 minus 27,-25
2005,2 subtract 24,-22
2006,32 subtract 36,-4
2007,96 add 76,172
2008,31 minus 54,-23
2009,81 subtract 12,69
2010,60 subtract 66,-6
2011,33 subtract 3,30
2012,10 add 89,99
2013,77 plus 23,100
2014,36 plus 22,58
2015,12 subtract 53,-41
2016,15 plus 3,18
2017,93 subtract 70,23
2018,22 add 91,113
2019,26 plus 20,46
2020,49 plus 30,79
2021,93 plus 18,111
2022,1 subtract 57,-56
2023,94 add 10,104
2024,21 add 68,89
2025,60 minus 53,7
2026,31 plus 34,65
2027,58 add 63,121
2028,91 minus 40,51
2029,9 add 78,87
2030,61 minus 49,12
2031,98 subtract 64,34
2032,49 add 82,131
2033,39 subtract 33,6
2034,98 minus 4,94
2035,18 add 97,115
2036,43 plus 21,64
2037,100 add 95,195
2038,15 subtract 46,-31
2039,12 plus 13,25
2040,88 subtract 76,12
2041,50 subtract 3,47
2042,81 add 80,161
2043,4 minus 72,-68
2044,81 minus 6,75
2045,67 subtract 66,1
2046,82 minus 66,16
2047,77 minus 73,4
2048,22 plus 56,78
2049,4 subtract 14,-10
2050,88 subtract 45,43
2051,100 minus 89,11
2052,61 subtract 75,-14
2053,40 subtract 25,15
2054,39 subtract 80,-41
2055,20 subtract 79,-59
2056,71 plus 90,161
2057,89 minus 39,50
2058,84 minus 5,79
2059,80 plus 53,133
2060,95 add 40,135
2061,25 subtract 73,-48
2062,70 plus 12,82
2063,76 minus 62,14
2064,11 subtract 64,-53
2065,16 subtract 39,-23
2066,74 plus 67,141
2067,94 subtract 54,40
2068,78 add 26,104
2069,61 minus 88,-27
2070,85 add 28,113
2071,69 subtract 60,9
2072,41 minus 45,-4
2073,42 subtract 76,-34
2074,61 minus 68,-7
2075,64 add 23,87
2076,8 add 20,28
2077,82 add 26,108
2078,6 minus 24,-18
2079,25 subtract 85,-60
2080,50 subtract 12,38
2081,88 minus 13,75
2082,11 subtract 46,-35
2083,23 add 99,122
2084,17 add 11,28
2085,87 minus 10,77
2086,23 plus 84,107
2087,44 add 7,51
2088,18 subtract 33,-15
2089,91 add 66,157
2090,39 plus 87,126
2091,88 plus 61,149
2092,82 add 85,167
2093,89 plus 29,118
2094,88 subtract 40,48
2095,67 add 1,68
2096,20 minus 38,-18
2097,21 subtract 61,-40
2098,12 plus 48,60
2099,17 subtract 29,-12
2100,45 add 78,123
2101,39 plus 23,62
2102,12 subtract 100,-88
2103,50 minus 80,-30
2104,9 subtract 92,-83
2105,94 add 77,171
2106,42 plus 10,52
2107,11 add 71,82
2108,36 add 97,133
2109,36 add 32,68
2110,51 minus 29,22
2111,67 subtract 44,23
2112,9 subtract 60,-51
2113,8 plus 83,91
2114,49 minus 38,11
2115,75 subtract 72,3
2116,62 plus 54,116
2117,33 add 66,99
2118,22 plus 3,25
2119,58 add 72,130
2120,60 minus 2,58
2121,76 minus 4,72
2122,72 subtract 23,49
2123,73 add 22,95
2124,69 plus 45,114
2125,82 plus 5,87
2126,47 minus 44,3
2127,30 plus 73,103
2128,19 plus 1,20
2129,9 minus 60,-51
2130,85 subtract 44,41
2131,78 add 100,178
2132,34 minus 54,-20
2133,79 add 51,130
2134,98 add 1,99
2135,55 minus 69,-14
2136,94 minus 65,29
2137,27 plus 6,33
2138,93 add 9,102
2139,59 add 90,149
2140,95 minus 84,11
2141,37 subtract 84,-47
2142,71 add 41,112
2143,44 subtract 79,-35
2144,37 plus 84,121
2145,15 minus 86,-71
2146,58 add 5,63
2147,20 subtract 19,1
2148,44 add 1,45
2149,10 subtract 32,-22
2150,15 add 43,58
2151,45 plus 1,46
2152,4 plus 64,68
2153,55 add 90,145
2154,45 subtract 80,-35
2155,19 minus 5,14
2156,83 subtract 39,44
2157,67 plus 79,146
2158,86 subtract 81,5
2159,18 plus 72,90
2160,66 subtract 27,39
2161,2 add 44,46
2162,58 plus 82,140
2163,17 plus 98,115
2164,95 plus 10,105
2165,89 add 80,169
2166,74 minus 82,-8
2167,7 add 1,8
2168,28 subtract 51,-23
2169,63 plus 87,150
2170,1 minus 77,-76
2171,99 minus 53,46
2172,65 minus 81,-16
2173,81 minus 32,49
2174,77 add 43,120
2175,80 subtract 40,40
2176,75 add 83,158
2177,84 plus 25,109
2178,71 minus 22,49
2179,17 plus 10,27
2180,45 add 61,106
2181,97 plus 35,132
2182,87 plus 95,182
2183,31 minus 60,-29
2184,22 subtract 94,-72
2185,70 add 84,154
2186,37 subtract 80,-43
2187,21 subtract 1,20
2188,47 subtract 20,27
2189,4 add 88,92
2190,1 add 94,95
2191,60 plus 35,95
2192,46 plus 39,85
2193,37 subtract 39,-2
2194,69 minus 35,34
2195,73 add 80,153
2196,97 plus 65,162
2197,73 minus 87,-14
2198,45 minus 51,-6
2199,72 minus 78,-6
2200,63 minus 50,13
2201,45 minus 70,-25
2202,98 plus 14,112
2203,79 plus 29,108
2204,45 plus 3,48
2205,21 plus 37,58
2206,99 minus 35,64
2207,7 minus 38,-31
2208,81 subtract 60,21
2209,38 plus 80,118
2210,24 plus 46,70
2211,8 minus 56,-48
2212,90 minus 75,15
2213,57 minus 28,29
2214,1 minus 55,-54
2215,97 minus 77,20
2216,39 add 49,88
2217,23 add 70,93
2218,47 add 31,78
2219,51 minus 87,-36
2220,5 minus 30,-25
2221,48 add 38,86
2222,61 plus 94,155
2223,47 add 62,109
2224,83 plus 54,137
2225,74 subtract 61,13
2226,16 minus 56,-40
2227,6 minus 29,-23
2228,47 minus 85,-38
2229,79 minus 65,14
2230,30 add 34,64
2231,45 plus 20,65
2232,92 add 2,94
2233,26 minus 50,-24
2234,48 subtract 62,-14
2235,20 plus 70,90
2236,15 plus 75,90
2237,30 minus 54,-24
2238,72 minus 12,60
2239,19 subtract 29,-10
2240,48 subtract 77,-29
2241,15 plus 51,66
2242,32 subtract 34,-2
2243,28 subtract 42,-14
2244,93 minus 40,53
2245,53 plus 33,86
2246,2 add 89,91
2247,1 subtract 69,-68
2248,58 subtract 72,-14
2249,84 minus 15,69
2250,3 minus 59,-56
2251,60 subtract 31,29
2252,63 minus 95,-32
2253,76 plus 61,137
2254,5 minus 34,-29
2255,60 plus 62,122
2256,44 add 98,142
2257,28 subtract 95,-67
2258,33 minus 98,-65
2259,31 add 89,120
2260,74 plus 49,123
2261,73 plus 80,153
2262,44 add 28,72
2263,37 plus 25,62
2264,92 plus 26,118
2265,98 plus 99,197
2266,2 plus 73,75
2267,97 minus 49,48
2268,12 add 34,46
2269,51 add 16,67
2270,3 subtract 49,-46
2271,66 add 12,78
2272,40 minus 84,-44
2273,8 plus 58,66
2274,6 add 91,97
2275,9 minus 10,-1
