,0
651,yes on the night that barbara was captured susan and pingcho thought barbara had gone down to the cave and met with an accident so they came looking for me just as i was about to enter the tardis it was then pingcho saw the key
652,there isnt very much more to do i wont be long keep your eyes open
653,no
654,that is what youll precisely have to do polo
655,put that key in the lock polo and you will destroy the ship then where will your precious khan be hmmm you need more than a key to enter my ship you need knowledge knowledge you will never possess
656,no understand no id let you wreck it first
657,let go of me
658,you poor pathetic stupid savage
659,yes i quite agree with you the ships waiting outside with the circuit finished and installed
660,oh that wretched child
661,oh my dear susan
662,yes and the only way i can see it is that we should have to capture polo
663,now just a minute first things first young man how are we going to get out of here and remember that guard is out there watching for us hmmm
664,thats a very good idea good
665,right
666,dont worry my child i think by the time ive finished with that gentleman hell only be too glad to let us go    episode five  rider from shangtu
667,well continue with our plan get the keys and get out of here as soon as possible
668,pardon me
669,well we look a bit silly standing here dont we
670,use the tardis
671,yes get out of here anywhere where its safe
672,if you believe that polo youre a bigger fool that even i think you are
673,well were not going to get very far with this overgrown bread knife we shall have to use more enterprise than this
674,no it wasnt the devils in the fire their leader was killed thats why they broke up and ran
675,and few expect to meet it hmm  polo
676,if that fool had any decency at all hed let us go
